"uniform_id","trialid","trial","trial.nwords","nblink","nrun","nfix","nout","sac","skip","refix","reg","mfix","firstpass","rereading","total","rate","ACCURACY"
"ge_po_34",7,"Eine Weinprobe ist die sensorische",198,7,13,254,0,6.391,0.237,0.35,0.069,218,50936,4496,55432,214,4
"ge_po_34",8,"Orangensaft ist ein Fruchtsaft, der",132,4,9,191,0,6.905,0.311,0.421,0.075,229,40894,2774,43668,181,4
"ge_po_34",9,"Der Imker beschäftigt sich mit",173,6,7,220,0,6.728,0.214,0.333,0.043,234,49357,2203,51560,201,4
"ge_po_37",10,"Eine Nationalflagge symbolisiert als Flagge",180,15,53,353,0,7.313,0.411,0.344,0.369,253,56953,32455,89408,121,3
"ge_po_37",11,"Die Internationale Union für Naturschutz",171,15,37,304,0,7.825,0.292,0.352,0.255,236,50741,21023,71764,143,4
"ge_po_37",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,10,40,295,0,7.272,0.744,0.277,0.297,244,49989,21916,71905,134,2
"ge_po_37",2,"Das Wort Shaka, begleitet von",159,10,49,317,0,6.412,0.403,0.264,0.318,251,49143,30346,79489,120,4
"ge_po_37",3,"Im Leistungssport ist Doping die",190,10,42,314,0,8.071,0.611,0.308,0.296,226,48336,22779,71115,160,4
"ge_po_37",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,8,45,280,0,7.421,0.689,0.28,0.304,239,49097,17730,66827,162,3
"ge_po_37",6,"Das Monokelist eine Sehhilfe, die",149,16,68,403,0,7.527,0.336,0.355,0.418,252,47016,54365,101381,88,4
"ge_po_37",7,"Eine Weinprobe ist die sensorische",198,14,47,330,0,7.317,0.556,0.263,0.257,243,53562,26566,80128,148,3
"ge_po_37",8,"Orangensaft ist ein Fruchtsaft, der",132,13,36,259,0,8.251,0.235,0.357,0.286,232,39837,20210,60047,132,2
"ge_po_37",9,"Der Imker beschäftigt sich mit",173,8,43,288,0,8.61,0.509,0.301,0.308,240,46880,22232,69112,150,4
"ge_po_39",1,"In der alten römischen Religion",174,20,39,329,0,6.396,0.592,0.404,0.278,218,48320,23283,71603,146,4
"ge_po_39",10,"Eine Nationalflagge symbolisiert als Flagge",180,18,38,326,1,7.184,0.2,0.348,0.205,221,46740,25429,72169,150,2
"ge_po_39",11,"Die Internationale Union für Naturschutz",171,13,24,254,0,7.109,0.544,0.372,0.169,216,46140,8674,54814,187,4
"ge_po_39",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,15,29,285,0,7.52,0.325,0.331,0.201,231,45528,20338,65866,146,3
"ge_po_39",2,"Das Wort Shaka, begleitet von",159,17,35,324,0,6.849,0.893,0.397,0.265,225,43838,29096,72934,131,4
"ge_po_39",3,"Im Leistungssport ist Doping die",190,13,33,320,0,6.689,0.353,0.392,0.241,215,51668,17103,68771,166,3
"ge_po_39",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,16,36,322,0,6.567,0.339,0.344,0.248,222,48728,22735,71463,151,3
"ge_po_39",5,"Der Weltumwelttag oder auch Tag",152,19,36,396,0,7.394,0.23,0.41,0.254,216,45517,40008,85525,107,3
"ge_po_39",6,"Das Monokelist eine Sehhilfe, die",149,18,34,341,0,7.407,0.423,0.462,0.212,223,43571,32581,76152,117,4
"ge_po_39",7,"Eine Weinprobe ist die sensorische",198,27,34,443,0,7.291,0.192,0.348,0.201,217,54707,41644,96351,123,4
"ge_po_39",8,"Orangensaft ist ein Fruchtsaft, der",132,15,23,227,0,7.053,0.894,0.381,0.186,236,40235,13284,53519,148,4
"ge_po_4",1,"In der alten römischen Religion",174,1,39,190,0,10.637,0.557,0.129,0.306,211,28651,11426,40077,260,4
"ge_po_4",10,"Eine Nationalflagge symbolisiert als Flagge",180,1,36,179,0,12.331,0.75,0.142,0.292,203,28885,7379,36264,298,4
"ge_po_4",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,3,20,138,0,12.248,0.6,0.158,0.198,201,22937,4817,27754,346,3
"ge_po_4",2,"Das Wort Shaka, begleitet von",159,1,24,159,0,12.315,0.642,0.162,0.234,194,25307,5610,30917,309,4
"ge_po_4",3,"Im Leistungssport ist Doping die",190,1,24,155,0,13.322,0.889,0.095,0.224,188,24219,4987,29206,390,4
"ge_po_4",5,"Der Weltumwelttag oder auch Tag",152,0,22,142,0,12.578,0.862,0.179,0.221,191,21920,5235,27155,336,4
"ge_po_4",6,"Das Monokelist eine Sehhilfe, die",149,1,31,194,0,11.429,0.423,0.168,0.28,201,25902,13130,39032,229,4
"ge_po_4",8,"Orangensaft ist ein Fruchtsaft, der",132,1,21,149,0,12.655,0.576,0.209,0.221,193,19944,8768,28712,276,4
"ge_po_4",9,"Der Imker beschäftigt sich mit",173,1,20,153,0,13.064,0.728,0.174,0.193,199,26092,4393,30485,340,4
"ge_po_40",1,"In der alten römischen Religion",174,9,36,272,0,8.082,0.356,0.284,0.255,233,41225,22255,63480,164,4
"ge_po_40",10,"Eine Nationalflagge symbolisiert als Flagge",180,5,33,274,0,8.004,0.328,0.31,0.234,244,47771,18963,66734,162,4
"ge_po_40",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,9,21,211,0,7.573,0.719,0.268,0.142,251,43366,9622,52988,181,4
"ge_po_40",2,"Das Wort Shaka, begleitet von",159,4,33,272,0,7.991,0.365,0.319,0.254,238,42385,22239,64624,148,4
"ge_po_40",3,"Im Leistungssport ist Doping die",190,8,31,287,0,7.697,0.374,0.308,0.199,238,50396,17934,68330,167,4
"ge_po_40",7,"Eine Weinprobe ist die sensorische",198,4,33,259,1,8.316,0.404,0.29,0.204,244,51143,12181,63324,188,3
"ge_po_40",8,"Orangensaft ist ein Fruchtsaft, der",132,3,19,184,0,7.547,0.348,0.358,0.198,235,36459,6791,43250,183,4
"ge_po_43",1,"In der alten römischen Religion",174,1,13,201,0,7.315,0.247,0.283,0.094,224,41689,3240,44929,232,2
"ge_po_43",10,"Eine Nationalflagge symbolisiert als Flagge",180,4,22,236,0,7.038,0.306,0.309,0.145,234,49210,6052,55262,195,4
"ge_po_43",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,2,13,209,0,6.747,0.281,0.321,0.088,238,45945,3728,49673,193,2
"ge_po_43",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,6,21,248,0,6.996,0.839,0.308,0.128,238,51296,7629,58925,183,3
"ge_po_43",8,"Orangensaft ist ein Fruchtsaft, der",132,6,7,190,0,6.466,0.197,0.439,0.056,248,43554,3473,47027,168,3
"ge_po_44",1,"In der alten römischen Religion",174,2,47,222,0,10.836,0.586,0.198,0.359,193,30671,12066,42737,244,4
"ge_po_44",10,"Eine Nationalflagge symbolisiert als Flagge",180,8,44,250,0,9.673,0.467,0.273,0.343,189,34876,12310,47186,229,3
"ge_po_44",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,2,29,178,0,10.49,0.469,0.23,0.265,178,25653,6108,31761,302,4
"ge_po_44",2,"Das Wort Shaka, begleitet von",159,2,46,193,0,9.348,0.447,0.164,0.367,201,28711,10039,38750,246,4
"ge_po_44",3,"Im Leistungssport ist Doping die",190,2,40,211,0,10.089,0.495,0.219,0.299,188,31613,8092,39705,287,4
"ge_po_44",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,2,31,223,0,8.518,0.383,0.296,0.252,192,34007,8758,42765,253,4
"ge_po_44",5,"Der Weltumwelttag oder auch Tag",152,6,41,233,0,9.668,0.362,0.26,0.366,187,30193,13359,43552,209,3
"ge_po_44",6,"Das Monokelist eine Sehhilfe, die",149,0,39,208,0,9.191,0.369,0.241,0.336,192,28260,11757,40017,223,4
"ge_po_44",7,"Eine Weinprobe ist die sensorische",198,1,44,215,0,10.595,0.414,0.196,0.284,183,32001,7343,39344,302,4
"ge_po_44",8,"Orangensaft ist ein Fruchtsaft, der",132,2,22,151,0,10.589,0.386,0.301,0.215,181,22461,4934,27395,289,4
"ge_po_44",9,"Der Imker beschäftigt sich mit",173,6,32,217,0,9.537,0.37,0.241,0.241,184,32230,7632,39862,260,2
"ge_po_45",1,"In der alten römischen Religion",174,2,33,215,0,9.304,0.632,0.208,0.32,269,44310,13549,57859,180,4
"ge_po_45",10,"Eine Nationalflagge symbolisiert als Flagge",180,8,25,204,0,8.71,0.417,0.222,0.163,229,38036,8602,46638,232,3
"ge_po_45",11,"Die Internationale Union für Naturschutz",171,1,20,212,0,8.413,0.421,0.355,0.169,263,45472,10328,55800,184,2
"ge_po_45",2,"Das Wort Shaka, begleitet von",159,2,34,214,0,7.92,0.585,0.21,0.306,248,38067,14952,53019,180,4
"ge_po_45",3,"Im Leistungssport ist Doping die",190,2,39,259,0,8.61,0.579,0.317,0.296,243,45467,17576,63043,181,4
"ge_po_45",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,6,40,267,0,9.461,0.389,0.238,0.273,234,40766,21621,62387,173,4
"ge_po_45",5,"Der Weltumwelttag oder auch Tag",152,3,36,236,0,8.418,0.671,0.359,0.299,257,39951,20693,60644,150,4
"ge_po_45",8,"Orangensaft ist ein Fruchtsaft, der",132,2,21,164,0,8.423,0.538,0.277,0.213,245,30317,9802,40119,197,4
"ge_po_47",10,"Eine Nationalflagge symbolisiert als Flagge",180,10,24,193,0,10.134,0.383,0.185,0.215,252,37863,10841,48704,222,4
"ge_po_47",11,"Die Internationale Union für Naturschutz",171,11,14,146,0,10.977,0.444,0.204,0.13,259,34132,3753,37885,271,4
"ge_po_47",3,"Im Leistungssport ist Doping die",190,13,13,161,0,11.268,0.426,0.263,0.105,246,36077,3570,39647,288,4
"ge_po_47",7,"Eine Weinprobe ist die sensorische",198,10,27,190,0,9.567,0.414,0.185,0.193,271,43266,8163,51429,231,4
"ge_po_47",8,"Orangensaft ist ein Fruchtsaft, der",132,10,15,143,0,10.55,0.417,0.244,0.163,257,31978,4744,36722,216,4
"ge_po_47",9,"Der Imker beschäftigt sich mit",173,12,26,195,0,10.353,0.41,0.197,0.181,275,43472,10157,53629,194,4
"ge_po_48",11,"Die Internationale Union für Naturschutz",171,2,48,309,0,8.508,0.304,0.406,0.341,189,37814,20685,58499,175,3
"ge_po_48",3,"Im Leistungssport ist Doping die",190,4,47,325,0,8.996,0.347,0.303,0.364,183,39049,20415,59464,192,4
"ge_po_48",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,6,66,407,0,7.625,0.344,0.421,0.434,187,38443,37486,75929,142,4
"ge_po_48",6,"Das Monokelist eine Sehhilfe, die",149,2,55,311,0,7.864,0.275,0.289,0.481,189,34129,24702,58831,152,4
"ge_po_48",9,"Der Imker beschäftigt sich mit",173,4,51,311,0,8.28,0.358,0.266,0.377,180,35217,20692,55909,186,4
"ge_po_5",1,"In der alten römischen Religion",174,18,47,330,0,6.231,0.994,0.329,0.296,200,39131,26852,65983,158,3
"ge_po_5",10,"Eine Nationalflagge symbolisiert als Flagge",180,7,40,332,0,6.549,0.206,0.325,0.26,203,47364,19959,67323,160,3
"ge_po_5",11,"Die Internationale Union für Naturschutz",171,6,32,328,0,7.297,0.181,0.351,0.205,209,47133,21321,68454,150,4
"ge_po_5",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,8,32,281,0,6.533,0.331,0.364,0.203,201,41651,14832,56483,170,4
"ge_po_5",2,"Das Wort Shaka, begleitet von",159,18,36,310,0,6.414,0.415,0.355,0.213,209,40221,24424,64645,148,4
"ge_po_5",3,"Im Leistungssport ist Doping die",190,14,29,306,0,7.602,0.279,0.294,0.162,195,42359,17391,59750,191,4
"ge_po_5",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,14,34,304,0,6.704,0.2,0.333,0.189,191,44205,13941,58146,186,3
"ge_po_5",5,"Der Weltumwelttag oder auch Tag",152,14,36,295,0,6.867,0.276,0.369,0.231,206,41727,19005,60732,150,3
"ge_po_5",6,"Das Monokelist eine Sehhilfe, die",149,12,31,296,1,6.794,0.376,0.348,0.242,206,39189,21867,61056,146,4
"ge_po_5",7,"Eine Weinprobe ist die sensorische",198,9,27,305,0,6.629,0.833,0.326,0.171,214,52287,12921,65208,182,4
"ge_po_5",8,"Orangensaft ist ein Fruchtsaft, der",132,4,26,263,0,6.815,0.197,0.41,0.214,205,39771,14260,54031,147,4
"ge_po_5",9,"Der Imker beschäftigt sich mit",173,7,37,352,0,6.494,0.254,0.422,0.201,210,49679,24270,73949,140,4
"ge_po_52",1,"In der alten römischen Religion",174,6,40,299,0,6.504,0.489,0.335,0.261,221,46669,19552,66221,158,4
"ge_po_52",10,"Eine Nationalflagge symbolisiert als Flagge",180,4,27,277,0,6.552,0.322,0.333,0.176,218,50083,10430,60513,178,4
"ge_po_52",3,"Im Leistungssport ist Doping die",190,12,31,333,4,6.235,0.6,0.379,0.169,219,57472,15501,72973,156,4
"ge_po_52",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,4,32,314,0,5.815,0.167,0.38,0.178,231,57488,15013,72501,149,3
"ge_po_52",5,"Der Weltumwelttag oder auch Tag",152,4,31,285,0,5.645,0.388,0.387,0.204,232,49875,16294,66169,138,3
"ge_po_52",6,"Das Monokelist eine Sehhilfe, die",149,2,40,276,0,6.138,0.201,0.384,0.29,222,41261,19956,61217,146,4
"ge_po_52",9,"Der Imker beschäftigt sich mit",173,3,25,251,0,6.619,0.428,0.375,0.174,211,47583,5462,53045,196,4
"ge_po_53",11,"Die Internationale Union für Naturschutz",171,36,43,368,0,5.883,0.433,0.477,0.275,173,44088,19604,63692,161,2
"ge_po_53",3,"Im Leistungssport ist Doping die",190,26,44,382,1,6.138,0.411,0.491,0.239,177,50769,16825,67594,169,4
"ge_po_53",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,30,54,404,0,6.073,0.433,0.459,0.306,174,48097,22218,70315,154,4
"ge_po_53",5,"Der Weltumwelttag oder auch Tag",152,36,41,384,0,5.989,0.395,0.446,0.273,186,47194,24159,71353,128,3
"ge_po_53",9,"Der Imker beschäftigt sich mit",173,33,47,390,0,6.519,0.376,0.448,0.292,174,45000,22786,67786,153,2
"ge_po_6",1,"In der alten römischen Religion",174,2,61,284,0,7.246,0.316,0.238,0.4,204,40435,17457,57892,180,4
"ge_po_6",10,"Eine Nationalflagge symbolisiert als Flagge",180,2,58,296,0,7.635,0.478,0.351,0.39,204,43033,17316,60349,179,4
"ge_po_6",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,2,47,277,0,7.753,0.512,0.388,0.351,207,37475,19783,57258,168,3
"ge_po_6",2,"Das Wort Shaka, begleitet von",159,3,75,370,11,7.203,0.522,0.279,0.456,216,36081,43765,79846,119,4
"ge_po_6",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,1,60,328,0,7.644,0.494,0.341,0.366,206,46999,20644,67643,160,3
"ge_po_6",5,"Der Weltumwelttag oder auch Tag",152,2,56,315,0,7.505,0.441,0.333,0.43,214,41759,25730,67489,135,3
"ge_po_6",6,"Das Monokelist eine Sehhilfe, die",149,2,53,324,0,7.345,0.369,0.394,0.401,210,46952,21076,68028,131,4
"ge_po_6",7,"Eine Weinprobe ist die sensorische",198,2,74,356,0,6.952,0.323,0.309,0.36,203,47373,24878,72251,164,3
"ge_po_6",8,"Orangensaft ist ein Fruchtsaft, der",132,2,35,277,0,8.112,0.871,0.415,0.297,210,35269,22960,58229,136,4
"ge_po_6",9,"Der Imker beschäftigt sich mit",173,0,67,355,0,7.626,0.358,0.359,0.412,207,44314,29340,73654,141,4
"ge_po_7",11,"Die Internationale Union für Naturschutz",171,0,41,170,0,11.459,0.462,0.083,0.295,194,27383,5598,32981,311,3
"ge_po_7",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,0,25,164,0,12.062,0.681,0.12,0.282,187,23883,6794,30677,313,3
"ge_po_7",2,"Das Wort Shaka, begleitet von",159,2,41,176,0,10.261,0.434,0.115,0.311,190,25897,7619,33516,285,4
"ge_po_7",3,"Im Leistungssport ist Doping die",190,0,32,179,1,12.2,0.526,0.106,0.248,175,27777,3551,31328,364,4
"ge_po_7",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,1,40,182,1,12.341,0.528,0.08,0.29,181,26826,6129,32955,328,3
"ge_po_7",5,"Der Weltumwelttag oder auch Tag",152,2,40,171,0,11.081,0.618,0.133,0.354,198,25689,8145,33834,270,4
"ge_po_7",6,"Das Monokelist eine Sehhilfe, die",149,1,30,146,0,12.122,0.577,0.138,0.248,176,21240,4460,25700,348,4
"ge_po_7",7,"Eine Weinprobe ist die sensorische",198,2,42,180,0,11.797,0.5,0.06,0.289,185,29365,3951,33316,357,4
"ge_po_7",8,"Orangensaft ist ein Fruchtsaft, der",132,2,29,134,4,11.495,0.455,0.155,0.299,187,21309,3699,25008,317,4
"ge_po_7",9,"Der Imker beschäftigt sich mit",173,1,32,160,3,11.906,0.613,0.123,0.254,183,24875,4415,29290,354,4
"ge_po_8",1,"In der alten römischen Religion",174,8,28,244,1,7.226,0.437,0.313,0.18,186,36583,8888,45471,230,4
"ge_po_8",10,"Eine Nationalflagge symbolisiert als Flagge",180,10,21,244,0,7.069,0.344,0.34,0.147,174,36645,5889,42534,254,4
"ge_po_8",11,"Die Internationale Union für Naturschutz",171,8,17,215,0,7.503,0.234,0.274,0.103,181,36040,2951,38991,263,3
"ge_po_8",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,10,20,215,0,7.155,0.388,0.271,0.143,183,35283,4147,39430,243,3
"ge_po_8",2,"Das Wort Shaka, begleitet von",159,7,24,252,0,6.201,0.365,0.315,0.168,193,36959,11669,48628,196,4
"ge_po_8",3,"Im Leistungssport ist Doping die",190,9,19,262,0,6.787,0.311,0.375,0.119,191,44836,5110,49946,228,4
"ge_po_8",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,8,26,277,0,6.867,0.422,0.342,0.168,182,44670,5669,50339,215,4
"ge_po_8",5,"Der Weltumwelttag oder auch Tag",152,10,27,271,0,6.84,0.382,0.408,0.215,180,36330,12416,48746,187,4
"ge_po_8",6,"Das Monokelist eine Sehhilfe, die",149,11,28,244,2,6.944,0.235,0.316,0.203,179,33967,9633,43600,205,4
"ge_po_8",7,"Eine Weinprobe ist die sensorische",198,14,22,252,0,7.354,0.768,0.23,0.129,184,42395,4055,46450,256,3
"ge_po_8",8,"Orangensaft ist ein Fruchtsaft, der",132,9,17,205,0,7.417,0.288,0.363,0.15,194,33668,6147,39815,199,3
"ge_po_8",9,"Der Imker beschäftigt sich mit",173,9,24,241,0,6.95,0.855,0.272,0.159,188,40031,5171,45202,230,4
