id,trialid,in_span_mean,out_span_mean,relative_TRT,Text_TRT,Target_TRT,Fix_Target,target_to_fixation_ratio,Fix_Total,Correct_Flag
A3NXW2JI4DU0C0,a_SouthernCalifornia_2,368.6666666666667,307.3272727272727,0.040114832535885166,26125.0,1048.0,13,0.0439189189,296,0
A3RDJ3UZ9EJP6Y,a_SouthernCalifornia_2,124.0,292.6551724137931,0.009112286890064668,13608.0,124.0,1,0.0071428571,140,0
A3RI9RLBGPG2B6,a_Huguenot_0,0,132.24324324324326,0.0,5794.0,0.0,0,0.0,78,0
A3RMV9ZGFJ0HHF,a_JacksonvilleFlorida_0,1598.0,407.9433962264151,0.039805704321833356,40145.0,1598.0,8,0.025477707,314,0
A3RVHUY67SVXQV,a_Force_3,273.5,179.26666666666668,0.052942315137437086,10332.0,547.0,5,0.0561797753,89,0
A3VHDQR8A9JJ4F,a_1973oilcrisis_1,116.75,379.54285714285714,0.0219341505800573,21291.0,467.0,5,0.0251256281,199,0
A489K1IFOM4JW,a_DoctorWho_4,232.0,292.4166666666667,0.02108132666969559,11005.0,232.0,3,0.0288461538,104,1
A4CHLWPHZIP7Y,a_Computationalcomplexitytheory_2,131.47368421052633,143.1153846153846,0.2856145251396648,10024.0,2863.0,41,0.3059701493,134,0
A4W9APAHFWVLO,a_ScottishParliament_2,0,276.54347826086956,0.0,17203.0,0.0,0,0.0,158,1
A4W9APAHFWVLO,a_DoctorWho_4,574.5,320.1818181818182,0.03963025557893285,28993.0,1149.0,7,0.0348258706,201,0
A7GT7BIC7ERWE,a_Force_3,0,191.2,0.0,11121.0,0.0,0,0.0,112,0
A7SW6SVNJ5V6O,a_ScottishParliament_2,706.0,236.45833333333334,0.06768286837311858,10431.0,706.0,4,0.0338983051,118,1
A8C3WNWRBWUXO,a_Computationalcomplexitytheory_1,421.0,434.9428571428571,0.015586819696408738,27010.0,421.0,6,0.0189274448,317,1
A9KXY0C9JHSZL,a_MartinLuther_4,0,0,0.0,1934.0,0.0,0,0.0,23,1
ACTQSBR4YRLZZ,a_Computationalcomplexitytheory_1,0,209.35,0.0,11824.0,0.0,0,0.0,133,0
AI8E3ZLZ3FO6O,a_SuperBowl50_3,210.5,150.33333333333334,0.028417898108918052,9677.0,275.0,4,0.0294117647,136,1
AIA7RZSAONU5M,a_Imperialism_0,349.0,392.84615384615387,0.015349430443770067,22737.0,349.0,3,0.0168539326,178,0
AKAM01E1R4KAF,a_HarvardUniversity_2,0,149.16666666666666,0.0,7137.0,0.0,0,0.0,89,1
AKNBC1TE88NDO,a_DoctorWho_4,0,214.10344827586206,0.0,24853.0,0.0,0,0.0,259,0
AMPR904VJJFZY,a_Computationalcomplexitytheory_1,407.0,229.3125,0.030819324549447222,13206.0,407.0,3,0.0254237288,118,1
ANCTZADQC3D75,a_SkyUnitedKingdom_4,1399.5,1346.342105263158,0.023627231671801797,118465.0,2799.0,14,0.0143737166,974,1
ANX6Q4NMZL8EI,a_Computationalcomplexitytheory_1,145.0,158.32142857142858,0.011775215202208868,12314.0,145.0,2,0.0136054422,147,0
AQMLJYUQCSG22,a_SouthernCalifornia_2,158.66666666666666,218.86111111111111,0.028541001064962726,14085.0,402.0,5,0.0354609929,141,0
ARUXG5FD1Q76F,a_Teacher_3,321.0,311.7894736842105,0.05219512195121951,12300.0,642.0,6,0.0555555556,108,1
AT6LDQNLKTUSE,a_Computationalcomplexitytheory_2,186.625,229.08695652173913,0.18692824864984017,9073.0,1696.0,21,0.1926605505,109,0
ATA9BBCLTE2HS,a_SuperBowl50_3,0,230.66666666666666,0.0,3416.0,0.0,0,0.0,42,1
AUA3VQ48GSMLF,a_MartinLuther_4,0,0,0.0,131.0,0.0,0,0.0,2,1
AX8NXTT8QMGHC,a_Teacher_3,470.0,280.27272727272725,0.09719071715232944,11462.0,1114.0,6,0.0638297872,94,0
AXY0D2AMLKE2A,a_Huguenot_0,0,325.5238095238095,0.0,9607.0,0.0,0,0.0,107,1
AYQTQYOLTNY0Y,a_SuperBowl50_3,0,103.4,0.0,1469.0,0.0,1,0.0476190476,21,1
AYY0UC6KCN9RW,a_Computationalcomplexitytheory_1,54.0,281.2894736842105,0.003339517625231911,16170.0,54.0,1,0.0041841004,239,1
AYYSG3O9FNU15,a_Teacher_3,0,178.22222222222223,0.0,3261.0,0.0,0,0.0,22,0
AZU9D7YLCTAYV,a_Computationalcomplexitytheory_1,886.0,592.6666666666666,0.019858980114611666,37867.0,752.0,8,0.0273972603,292,0
p1-lab-control,a_Computationalcomplexitytheory_1,0,304.95454545454544,0.0,12180.0,0.0,0,0.0,98,1
A10BH9PYCYUKDJ,a_Rhine_3,0,571.3333333333334,0.0,49146.0,0.0,0,0.0,314,1
A10W3EILX06DFO,a_Oxygen_1,58.0,96.73333333333333,0.013564078578110383,4276.0,58.0,1,0.0147058824,68,1
A11EZAV2HRYKD5,a_GenghisKhan_0,0,338.0,0.0,32714.0,0.0,0,0.0,482,1
A11YS0T8MV3Q7C,a_Rhine_3,335.0,521.0862068965517,0.006981968307935159,49413.0,345.0,2,0.0047961631,417,1
A12HLLXWOQJ14Q,a_Construction_2,324.2307692307692,207.0,0.26565886146202233,18919.0,5026.0,59,0.2565217391,230,1
A12NT768CR36E5,a_HarvardUniversity_3,0,309.0833333333333,0.004108463434675432,17038.0,70.0,1,0.0052356021,191,1
A13WTEQ06V3B6D,a_Geology_4,332.125,190.19354838709677,0.42979758243330235,13981.0,6009.0,54,0.3829787234,141,1
A160BYMX7X0EPG,a_Apolloprogram_4,601.3333333333334,321.24444444444447,0.060223143950355294,31101.0,1873.0,24,0.0560747664,428,1
A17Q4QN6UE0EZC,a_SkyUnitedKingdom_1,0,131.2941176470588,0.0,7890.0,0.0,0,0.0,86,1
A18JFH5XQAUVAK,a_VictoriaAustralia_2,151.0,120.0,0.044687777448949396,3379.0,151.0,2,0.04,50,0
A19F9CLZ0XWBYR,a_Privateschool_2,320.0,203.75,0.06380857427716849,10030.0,640.0,4,0.0380952381,105,1
A19L8SNH73AX1Z,a_HarvardUniversity_0,482.5,173.46875,0.06952449567723343,13880.0,965.0,7,0.053030303,132,0
A1B7X75L6JOPGM,a_GenghisKhan_0,0,114.79310344827586,0.0,4819.0,0.0,0,0.0,66,1
A1BASVXQK125PD,a_Construction_2,254.38888888888889,189.0,0.4374010828821324,12005.0,5251.0,61,0.391025641,156,0
A1CPY1HLCFTIL1,a_Apolloprogram_4,119.5,729.1714285714286,0.006818570451436389,46784.0,319.0,4,0.0088888889,450,1
A1D26DHX9CDRGI,a_Rhine_1,115.66666666666667,155.55555555555554,0.05933652530779754,5848.0,347.0,4,0.0588235294,68,1
A1D41E24S4E4I4,a_Oxygen_1,0,346.52702702702703,0.0,33587.0,0.0,0,0.0,362,1
A1HR8IRDC07FO9,a_FrenchandIndianWar_0,433.06666666666666,295.8965517241379,0.3923518556489645,19508.0,7654.0,87,0.3866666667,225,1
A1IJ6E21R29K53,a_FrenchandIndianWar_0,0,292.3225806451613,0.0,16540.0,0.0,0,0.0,184,1
A1ISZTMNHXPB4C,a_GenghisKhan_0,0,207.13333333333333,0.0,18218.0,0.0,0,0.0,207,1
A1JI19KPIVNL3Y,a_Privateschool_2,560.5,188.95454545454547,0.07092243451853726,15806.0,1121.0,11,0.0582010582,189,0
A1JWPEUSQYB6XL,a_FrenchandIndianWar_0,165.33333333333334,156.60714285714286,0.05218855218855219,9504.0,496.0,4,0.036036036,111,1
A1K76PLMB0YQT5,a_Kenya_1,1077.75,307.9259259259259,0.1480886306746191,32359.0,4792.0,71,0.1504237288,472,1
A1KGPGSI6I9TQ5,a_Rhine_1,123.0,127.16666666666667,0.08384458077709611,2934.0,246.0,3,0.0789473684,38,1
A1LTVR9DOB62B1,a_Kenya_1,245.25,188.35714285714286,0.074329121113162,14086.0,1047.0,12,0.0745341615,161,0
A1N93G08WP4XH7,a_FrenchandIndianWar_0,316.94736842105266,228.72972972972974,0.32991382847763645,19496.0,6432.0,45,0.2777777778,162,0
A1OM5NWYYYJKQW,a_Geology_4,207.625,190.96153846153845,0.2716670311247175,13719.0,3727.0,28,0.2692307692,104,1
A1OZPLHNIU1519,a_AmericanBroadcastingCompany_3,237.0,171.76923076923077,0.019577069221873453,12106.0,237.0,2,0.0153846154,130,1
A1PHDT66U6IK4Q,a_Rhine_1,300.8,337.05970149253733,0.043998478775999765,34183.0,1504.0,19,0.0444964871,427,0
A1QMJNJ5FGC09,a_Kenya_1,600.0,372.625,0.07062114638045215,35032.0,2474.0,15,0.0551470588,272,1
A1T9BJRS4IL8VQ,a_HarvardUniversity_0,102.0,103.77777777777777,0.03450608930987822,2956.0,102.0,1,0.0256410256,39,1
A1VGM6OJRPRNCQ,a_Construction_2,286.6,182.2,0.4002628120893561,7610.0,3046.0,30,0.3409090909,88,1
A1WH32GYQOHIRQ,a_Kenya_1,351.5,399.2916666666667,0.0398763436285771,35259.0,1406.0,24,0.0634920635,378,1
A1WRZX4HNRMVG1,a_Rhine_1,218.75,268.10526315789474,0.03493292877674864,25048.0,875.0,6,0.0266666667,225,0
A1YRYQBQGQRY1Q,a_Privateschool_2,317.0,324.47222222222223,0.008520589183958715,37204.0,317.0,4,0.0118694362,337,1
A1YTB9G04PC71S,a_AmericanBroadcastingCompany_3,70.0,218.6304347826087,0.005245803357314149,13344.0,70.0,1,0.0072992701,137,1
A20SL254675EOK,a_Construction_2,98.125,135.0,0.25155187703221993,3383.0,851.0,12,0.2857142857,42,1
A23KAJRDVCVGOE,a_HarvardUniversity_1,104.0,220.20454545454547,0.007652122728276065,13591.0,104.0,1,0.0061728395,162,1
A24LB89P1BPKKF,a_Kenya_1,375.0,260.4074074074074,0.06369805929277295,25197.0,1605.0,14,0.0571428571,245,0
A25TQ73VVCOM4X,a_Kenya_1,393.25,305.72727272727275,0.04440322932576915,36664.0,1628.0,14,0.0308370044,454,1
A28VE2YSRYE3B8,a_FrenchandIndianWar_0,116.0909090909091,127.22222222222223,0.2409133900824213,7401.0,1783.0,23,0.2446808511,94,1
A292T1OXCVXN78,a_Computationalcomplexitytheory_4,314.5625,139.52631578947367,0.40052208268660927,14174.0,5677.0,56,0.35,160,0
A293JF50QSYCRO,a_VictoriaAustralia_2,412.0,255.25641025641025,0.031026432713306726,13279.0,412.0,4,0.0245398773,163,1
A2APG8MSLJ6G2K,a_Geology_4,339.6,196.53333333333333,0.40719655096175106,18092.0,7367.0,82,0.3849765258,213,1
A2G57M3XD1AIBS,a_HarvardUniversity_3,204.0,250.06896551724137,0.010250741168785488,19901.0,204.0,3,0.0147783251,203,1
A2H1QUGX0SOUMH,a_HarvardUniversity_0,0,149.1904761904762,0.0,8476.0,0.0,0,0.0,117,1
A2HOEI5M6G883O,a_Privateschool_2,533.0,444.2307692307692,0.02509425548303401,24667.0,619.0,6,0.0434782609,138,1
A2I6ZALE49CVSC,a_Construction_2,169.41666666666666,151.14285714285714,0.2460235294117647,10625.0,2614.0,29,0.2543859649,114,0
A2IFHU3P1MF54K,a_Rhine_3,533.0,522.2166666666667,0.034275274539785926,50357.0,1726.0,12,0.0323450135,371,1
A2IQ0QCTQ3KWLT,a_Steamengine_0,68.0,299.06451612903226,0.00352477710968277,19292.0,68.0,1,0.01,100,1
A2LLOJFA11FSZF,a_Apolloprogram_4,194.33333333333334,154.7826086956522,0.08737603859555079,7462.0,652.0,9,0.097826087,92,1
A2N9U74YIPDQ9F,a_HarvardUniversity_1,181.66666666666666,169.0,0.048120107789041446,7793.0,375.0,3,0.0348837209,86,1
A2OU4N4VBIE91I,a_FrenchandIndianWar_0,320.14285714285717,342.05,0.27087451434803356,29342.0,7948.0,66,0.2619047619,252,0
A2OVX9UW5WANQE,a_SkyUnitedKingdom_1,0,231.29090909090908,0.0,16879.0,0.0,0,0.0,220,1
A2PSR3CMNR1R9X,a_HarvardUniversity_0,248.0,249.16,0.015037593984962405,16492.0,248.0,2,0.0126582278,158,0
A2QABS5PO2AYES,a_Rhine_1,791.25,492.95454545454544,0.15406162464985995,22491.0,3465.0,30,0.1369863014,219,1
A2RBF3IIJP15IH,a_Apolloprogram_4,373.5,192.15,0.10353430353430354,7215.0,747.0,9,0.1046511628,86,1
A2RC9V49MHS973,a_Oxygen_1,241.0,250.45833333333334,0.01683666340645522,14314.0,241.0,3,0.0193548387,155,0
A2UKBPPWF76NCT,a_Apolloprogram_4,164.0,693.6862745098039,0.0028592349802991734,57358.0,164.0,2,0.0025125628,796,0
A2V27A9GZA1NR2,a_HarvardUniversity_0,186.5,181.775,0.03383526850507983,11024.0,373.0,3,0.0254237288,118,1
A2VLTSW6CXIUMR,a_Apolloprogram_4,266.6666666666667,500.6666666666667,0.019603038470963,40810.0,800.0,9,0.0245901639,366,1
A2WBGRTWOXDE6M,a_Steamengine_0,0,413.8125,0.0,35412.0,0.0,0,0.0,200,1
A2XENTYL1D1UOL,a_Rhine_3,370.25,381.17241379310343,0.041603075009892035,35382.0,1472.0,18,0.0368852459,488,0
A2Y87M8V0N1M6P,a_Geology_4,247.42105263157896,332.1923076923077,0.28078962875662933,20364.0,5718.0,43,0.288590604,149,1
A2YP60DM1HYTH8,a_Kenya_1,758.25,375.65384615384613,0.11617593602326427,27510.0,3196.0,18,0.0932642487,193,0
A2YTY52FZNII62,a_HarvardUniversity_0,196.0,161.91489361702128,0.032434221413205365,12086.0,392.0,5,0.0301204819,166,0
A2Z5A7TCIR8M6E,a_Steamengine_0,80.0,207.41935483870967,0.021502399409376153,10836.0,233.0,3,0.0247933884,121,1
A2Z6GCD1ZNCT6Z,a_HarvardUniversity_3,55.0,225.97142857142856,0.005123428039124359,10735.0,55.0,1,0.008,125,1
A2ZDEERVRN5AMC,a_Geology_4,226.76923076923077,180.96296296296296,0.23550439694001574,13987.0,3294.0,30,0.2654867257,113,1
A2ZSL0EDN3H4AT,a_HarvardUniversity_0,405.5,307.10714285714283,0.03346952251248401,24231.0,811.0,6,0.0269058296,223,1
A3084P5PROPWOI,a_AmericanBroadcastingCompany_3,0,137.68965517241378,0.0,5611.0,0.0,0,0.0,78,0
A35J0Z5315SEBK,a_AmericanBroadcastingCompany_3,136.0,240.52,0.007384080790531002,18418.0,136.0,2,0.0090497738,221,1
A35P3396DDWKTT,a_Steamengine_0,0,160.375,0.0,10221.0,0.0,0,0.0,126,1
A361512FNHY889,a_Oxygen_1,145.0,145.8,0.01661319890009166,8728.0,145.0,2,0.018018018,111,0
A36IB78C6MVA3,a_HarvardUniversity_3,374.0,232.625,0.017490529860169295,21383.0,374.0,5,0.0177304965,282,1
A37E5WQJFDG6QG,a_Rhine_1,57.0,120.72413793103448,0.012875536480686695,4427.0,57.0,1,0.0196078431,51,1
A38DHLB88V8DL8,a_SkyUnitedKingdom_1,0,310.7826086956522,0.0,21641.0,0.0,0,0.0,257,1
A39SK1E6IMQBD5,a_HarvardUniversity_1,364.25,435.10869565217394,0.05075240351121638,28708.0,1457.0,16,0.0540540541,296,0
A3A1KP2SJRGNRZ,a_HarvardUniversity_3,328.0,261.0,0.016500969431954126,24241.0,400.0,6,0.0169014085,355,1
A3B2YRSMSC2J3T,a_FrenchandIndianWar_0,0,163.88888888888889,0.0,3122.0,0.0,0,0.0,46,1
A3DTG2QEFWI2II,a_FrenchandIndianWar_0,0,178.25,0.0,9205.0,0.0,0,0.0,113,1
A3EQVDHHKZRC0K,a_Computationalcomplexitytheory_4,129.88888888888889,340.5192307692308,0.08134820820880063,33793.0,2749.0,45,0.0792253521,568,0
A3EU8ENRH654SB,a_Oxygen_1,140.0,338.43243243243245,0.0042383143618309515,33032.0,140.0,2,0.0063091483,317,1
A3FL5SZK2XRTFB,a_Construction_2,155.05882352941177,153.28571428571428,0.24232619151727153,11435.0,2771.0,33,0.2088607595,158,1
A3FPXYVABXB9IZ,a_Steamengine_0,304.0,132.9047619047619,0.040948275862068964,7424.0,304.0,3,0.0333333333,90,1
A3HNEYFOIJWPH1,a_AmericanBroadcastingCompany_3,62.0,185.75409836065575,0.004316045945005221,14365.0,62.0,1,0.0064102564,156,0
A3K0U7YO7V7KZF,a_Oxygen_1,0,191.37037037037038,0.0,7324.0,0.0,0,0.0,93,1
A3L95FSCN74FIF,a_Privateschool_2,511.5,213.45833333333334,0.0738734835355286,13848.0,1023.0,10,0.0632911392,158,1
A3MHP4LZ3V88NF,a_FrenchandIndianWar_0,0,82.0,0.0,2838.0,0.0,0,0.0,47,1
A3NXT3OVGL7QNR,a_Privateschool_2,50.0,665.75,0.0011750605156165544,42551.0,50.0,1,0.004,250,1
A3NXW2JI4DU0C0,a_HarvardUniversity_3,0,206.96774193548387,0.0,9943.0,0.0,0,0.0,115,1
A3RDJ3UZ9EJP6Y,a_HarvardUniversity_3,0,192.27777777777777,0.0,5468.0,0.0,0,0.0,50,1
A3RI9RLBGPG2B6,a_Rhine_1,70.0,115.26315789473684,0.019948703334283273,3509.0,70.0,1,0.0181818182,55,0
A3RMV9ZGFJ0HHF,a_AmericanBroadcastingCompany_3,76.0,423.7586206896552,0.002169259312116455,35035.0,76.0,1,0.0031055901,322,1
A3RVHUY67SVXQV,a_Geology_4,187.0,263.94444444444446,0.342745958890441,10022.0,3435.0,33,0.375,88,0
A3VHDQR8A9JJ4F,a_Kenya_1,124.0,296.0,0.005944391179290508,20860.0,124.0,2,0.0088888889,225,0
A489K1IFOM4JW,a_VictoriaAustralia_2,103.0,110.7741935483871,0.016777976869196937,6139.0,103.0,1,0.0119047619,84,1
A4CHLWPHZIP7Y,a_HarvardUniversity_1,152.66666666666666,178.36363636363637,0.033154770522658174,13814.0,458.0,6,0.03125,192,1
A4W9APAHFWVLO,a_Rhine_3,238.0,244.85714285714286,0.013858695652173913,22080.0,306.0,3,0.013215859,227,1
A4W9APAHFWVLO,a_VictoriaAustralia_2,135.0,343.38775510204084,0.006108597285067873,22100.0,135.0,1,0.0050505051,198,0
A7GT7BIC7ERWE,a_Geology_4,141.75,152.87878787878788,0.18750642145278948,9733.0,1825.0,24,0.1967213115,122,1
A7SW6SVNJ5V6O,a_Rhine_3,153.5,178.0,0.052904564315352696,10604.0,561.0,6,0.052173913,115,0
A8C3WNWRBWUXO,a_Computationalcomplexitytheory_4,315.5,559.3611111111111,0.03845367747963444,34249.0,1317.0,18,0.0391304348,460,0
A9KXY0C9JHSZL,a_GenghisKhan_0,80.0,138.27272727272728,0.0,3358.0,0.0,0,0.0,45,1
ACTQSBR4YRLZZ,a_Computationalcomplexitytheory_4,265.42105263157896,292.35714285714283,0.24734904916308825,22822.0,5645.0,65,0.2398523985,271,0
AI8E3ZLZ3FO6O,a_FrenchandIndianWar_0,216.0,270.46153846153845,0.05791661080573803,7459.0,432.0,4,0.049382716,81,1
AIA7RZSAONU5M,a_Steamengine_0,261.0,432.6333333333333,0.013132654566917515,27108.0,356.0,3,0.0132743363,226,0
AKAM01E1R4KAF,a_Construction_2,131.0,199.5,0.3475266123982467,6388.0,2220.0,29,0.3222222222,90,1
AKNBC1TE88NDO,a_VictoriaAustralia_2,58.0,355.22641509433964,0.002224694104560623,26071.0,58.0,1,0.0035587189,281,0
AMPR904VJJFZY,a_Computationalcomplexitytheory_4,84.57142857142857,160.30434782608697,0.0830928330928331,8316.0,691.0,10,0.1162790698,86,0
ANCTZADQC3D75,a_Apolloprogram_4,87.0,195.54545454545453,0.00856552131534902,10157.0,87.0,2,0.0168067227,119,0
ANX6Q4NMZL8EI,a_Computationalcomplexitytheory_4,290.8235294117647,261.19444444444446,0.2028280196198651,26096.0,5293.0,60,0.2112676056,284,0
AQMLJYUQCSG22,a_HarvardUniversity_3,0,262.1764705882353,0.0,13561.0,0.0,0,0.0,131,0
ARUXG5FD1Q76F,a_Privateschool_2,1031.0,288.65625,0.040069957248348234,25730.0,1031.0,11,0.0416666667,264,1
AT6LDQNLKTUSE,a_HarvardUniversity_1,0,172.33333333333334,0.0,10148.0,0.0,0,0.0,115,0
ATA9BBCLTE2HS,a_FrenchandIndianWar_0,56.0,85.75,0.011494252873563218,4872.0,56.0,1,0.0172413793,58,1
AUA3VQ48GSMLF,a_GenghisKhan_0,0,78.0,0.0,573.0,0.0,0,0.0,10,1
AX8NXTT8QMGHC,a_Privateschool_2,819.0,258.0357142857143,0.04292677813302584,19079.0,819.0,6,0.032967033,182,1
AXY0D2AMLKE2A,a_Rhine_1,107.66666666666667,140.08695652173913,0.0449672838646805,7183.0,323.0,3,0.0337078652,89,0
AYQTQYOLTNY0Y,a_FrenchandIndianWar_0,62.0,85.66666666666667,0.032274856845393024,1921.0,62.0,1,0.04,25,1
AYY0UC6KCN9RW,a_Computationalcomplexitytheory_4,283.05882352941177,373.5882352941176,0.21694017539289745,23034.0,4997.0,74,0.212034384,349,0
AYYSG3O9FNU15,a_Privateschool_2,147.0,154.16666666666666,0.036431226765799254,4035.0,147.0,2,0.0540540541,37,1
AZU9D7YLCTAYV,a_Computationalcomplexitytheory_4,238.05882352941177,326.6829268292683,0.14988871456197322,27407.0,4108.0,39,0.1857142857,210,0
p1-lab-control,a_Computationalcomplexitytheory_4,197.8125,191.52,0.2883699841305826,13233.0,3816.0,35,0.3043478261,115,1
A10BH9PYCYUKDJ,a_FresnoCalifornia_3,239.66666666666666,476.68888888888887,0.023431413675316114,33374.0,782.0,7,0.0330188679,212,0
A10W3EILX06DFO,a_Steamengine_3,53.0,108.31111111111112,0.0,7790.0,0.0,0,0.0,138,1
A11EZAV2HRYKD5,a_Warsaw_4,60.333333333333336,414.1730769230769,0.010243867857649228,28212.0,289.0,5,0.0125944584,397,1
A11YS0T8MV3Q7C,a_FresnoCalifornia_3,877.3333333333334,406.8965517241379,0.0805036031741581,35663.0,2871.0,18,0.0594059406,303,1
A12HLLXWOQJ14Q,a_DoctorWho_3,0,177.58333333333334,0.0,7781.0,0.0,0,0.0,102,0
A12NT768CR36E5,a_Chloroplast_3,0,177.13636363636363,0.0,11336.0,0.0,0,0.0,127,1
A13WTEQ06V3B6D,a_Teacher_0,0,278.4375,0.0,7489.0,0.0,0,0.0,69,1
A160BYMX7X0EPG,a_Oxygen_1,0,253.9056603773585,0.0,18376.0,0.0,0,0.0,245,0
A17Q4QN6UE0EZC,a_Warsaw_1,443.0,154.19230769230768,0.14967081199707388,6835.0,1023.0,9,0.1125,80,0
A18JFH5XQAUVAK,a_1973oilcrisis_1,72.0,137.05555555555554,0.010638297872340425,6768.0,72.0,1,0.0120481928,83,0
A19F9CLZ0XWBYR,a_Chloroplast_3,182.3846153846154,121.19047619047619,0.31689973927470966,8438.0,2674.0,28,0.3010752688,93,0
A19L8SNH73AX1Z,a_IntergovernmentalPanelonClimateChange_2,256.57142857142856,256.7368421052632,0.09512060023163302,19859.0,1889.0,15,0.0815217391,184,0
A1B7X75L6JOPGM,a_Warsaw_4,131.6,133.24242424242425,0.12388745334481768,6966.0,863.0,12,0.125,96,0
A1BASVXQK125PD,a_DoctorWho_3,320.0,238.05882352941177,0.05564894788707901,17251.0,960.0,11,0.047826087,230,0
A1CPY1HLCFTIL1,a_Oxygen_1,326.5,664.2203389830509,0.01220925884376636,53484.0,653.0,8,0.015625,512,1
A1D26DHX9CDRGI,a_FrenchandIndianWar_2,76.5,112.52173913043478,0.03444394416929311,4442.0,153.0,2,0.0350877193,57,1
A1D41E24S4E4I4,a_Steamengine_3,307.0,292.44642857142856,0.0,23590.0,0.0,0,0.0,265,1
A1HR8IRDC07FO9,a_1973oilcrisis_1,1096.0,308.7878787878788,0.06211391328988382,17645.0,1096.0,11,0.0509259259,216,1
A1IJ6E21R29K53,a_VictoriaAustralia_3,0,235.23333333333332,0.0,12807.0,0.0,0,0.0,148,0
A1ISZTMNHXPB4C,a_Warsaw_4,208.875,202.02083333333334,0.12793667007150153,15664.0,2004.0,21,0.1193181818,176,0
A1JI19KPIVNL3Y,a_Chloroplast_3,176.625,299.52941176470586,0.08661807724726064,20169.0,1747.0,22,0.0901639344,244,0
A1JWPEUSQYB6XL,a_VictoriaAustralia_3,0,237.88888888888889,0.0,5989.0,0.0,0,0.0,59,0
A1K76PLMB0YQT5,a_VictoriaAustralia_1,333.88235294117646,588.2692307692307,0.13982197235886626,42690.0,5969.0,89,0.1442463533,617,1
A1KGPGSI6I9TQ5,a_FrenchandIndianWar_2,64.0,106.5,0.014918414918414918,4290.0,64.0,1,0.0192307692,52,0
A1LTVR9DOB62B1,a_VictoriaAustralia_1,300.0,207.66666666666666,0.4208318132068588,16446.0,6921.0,68,0.3655913978,186,0
A1N93G08WP4XH7,a_1973oilcrisis_1,63.0,357.88,0.0033635878270154834,18730.0,63.0,1,0.0065789474,152,0
A1OM5NWYYYJKQW,a_Teacher_0,167.0,226.5,0.03280620764168549,10181.0,334.0,3,0.038961039,77,1
A1OZPLHNIU1519,a_Kenya_3,146.66666666666666,166.5,0.03538399678327302,12435.0,440.0,5,0.0328947368,152,1
A1PHDT66U6IK4Q,a_FrenchandIndianWar_2,0,215.26315789473685,0.0,15543.0,0.0,0,0.0,206,1
A1QMJNJ5FGC09,a_VictoriaAustralia_1,445.42105263157896,288.42105263157896,0.3046281657831923,32259.0,9827.0,51,0.2217391304,230,0
A1T9BJRS4IL8VQ,a_IntergovernmentalPanelonClimateChange_2,119.5,85.0,0.13759355210132412,1737.0,239.0,3,0.1304347826,23,0
A1VGM6OJRPRNCQ,a_DoctorWho_3,0,162.42857142857142,0.0,9181.0,0.0,0,0.0,111,0
A1WH32GYQOHIRQ,a_VictoriaAustralia_1,185.33333333333334,619.7714285714286,0.03081527462173696,36086.0,1112.0,9,0.023872679,377,1
A1WRZX4HNRMVG1,a_FrenchandIndianWar_2,205.0,235.62121212121212,0.018680517587023875,21948.0,410.0,5,0.0217391304,230,0
A1YRYQBQGQRY1Q,a_SuperBowl50_1,105.33333333333333,365.2340425531915,0.010069145715833413,31383.0,316.0,5,0.018115942,276,0
A1YTB9G04PC71S,a_Kenya_3,294.0,209.675,0.01585162020811991,18547.0,294.0,3,0.015625,192,0
A20SL254675EOK,a_DoctorWho_3,0,113.93333333333334,0.0,3639.0,0.0,0,0.0,43,0
A23KAJRDVCVGOE,a_1973oilcrisis_3,0,227.19230769230768,0.0,13114.0,0.0,0,0.0,163,0
A24LB89P1BPKKF,a_VictoriaAustralia_1,199.2,412.13513513513516,0.10224357933699146,30799.0,3149.0,40,0.1162790698,344,1
A25TQ73VVCOM4X,a_VictoriaAustralia_1,305.8421052631579,317.1521739130435,0.17970291602718702,36488.0,6557.0,86,0.1765913758,487,0
A28VE2YSRYE3B8,a_1973oilcrisis_1,0,116.625,0.0,1352.0,0.0,0,0.0,16,0
A292T1OXCVXN78,a_SuperBowl50_2,0,85.0,0.0,1293.0,0.0,0,0.0,20,1
A293JF50QSYCRO,a_1973oilcrisis_1,1036.0,287.97222222222223,0.035363189513926814,29296.0,1036.0,10,0.0307692308,325,1
A2APG8MSLJ6G2K,a_Teacher_0,0,171.21052631578948,0.0,9567.0,0.0,0,0.0,119,1
A2G57M3XD1AIBS,a_Chloroplast_3,148.0,347.1219512195122,0.013562221271916428,32738.0,444.0,5,0.0129533679,386,0
A2H1QUGX0SOUMH,a_IntergovernmentalPanelonClimateChange_2,156.0,148.89473684210526,0.06396063960639606,4878.0,312.0,4,0.0571428571,70,0
A2HOEI5M6G883O,a_SuperBowl50_1,508.6666666666667,606.3888888888889,0.058516263419323825,31205.0,1826.0,7,0.056,125,0
A2I6ZALE49CVSC,a_DoctorWho_3,463.5,303.3488372093023,0.03361253127379528,27579.0,927.0,10,0.0338983051,295,0
A2IFHU3P1MF54K,a_FresnoCalifornia_3,166.33333333333334,360.344262295082,0.014488124963707102,34442.0,499.0,5,0.0177304965,282,1
A2IQ0QCTQ3KWLT,a_Warsaw_0,204.0,375.02127659574467,0.007780023645169902,26221.0,204.0,1,0.0053191489,188,0
